local_name,english_name,language,countries,regions,time_of_day,type_of_dish,type_of_dish_more,drink,occasions,occasions_more
مكرونة بشاميل,Pastitsio or macarona béchamel,Arabic,"Sudan, Egypt, Italy",NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
باسطة او بقلاوة,baklava,Arabic,"Sudan, Egypt, Lebanon",NULL,"['snack', 'other']",['Dessert'],NULL,"Tea, coffee",both,NULL
Fondue,Fondue,French,Switzerland,NULL,['dinner'],['Main dish - stand alone (e.g. one pot meal)'],"This is a dish made up of different types of cheese (the composition depends on the region), garlic, white wine, and usually Kirsch, scooped up with bread.","Kirsch, white wine",both,NULL
Käsefondue,Cheese fondue,German,Switzerland,NULL,['dinner'],['Main dish - eaten with sides'],NULL,White wine,regular,NULL
Boudin,Boo-dan,"English, French, Creole","Switzerland, United States of America (USA), Belgium, Canada, France, Luxembourg","United States: Louisiana, particularly the Acadiana region (""Cajun country); also part of Illinois that were settled by the French via Quebec.",['anytime'],"['Starter', 'Side dish', 'Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Taboule,Taboule,Arabic,"Syrian Arab Republic, Lebanon",Everywhere,"['snack', 'anytime']","['Salad', 'Side dish']",NULL,NULL,both,"Birthday’s party, graduation party"
Pilau,Pilau,Kiswahili,"Tanzania, Kenya",Coast,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",Usually served with salad called Kachumabari.,NULL,both,NULL
Ndizi za kiume,Plantain in coconut cream,Kiswahili,"Tanzania, Kenya",Coast,['snack'],['Dessert'],NULL,NULL,both,NULL
Matobosha,Sweet dumplings,Kiswahili,"Tanzania, Kenya",Coast,"['snack', 'anytime']",['Dessert'],NULL,no,special,Ramadhan iftar
Kaimati,NULL,Kiswahili,"Tanzania, Kenya",Coast,['snack'],['Dessert'],NULL,NULL,regular,NULL
Mbaazi za nazi,Pigeon or gungo peas,Kiswahili,"Tanzania, Kenya",Coast,"['lunch', 'dinner']","['Sauce', 'Side dish']",NULL,NULL,both,NULL
Maharage ya Nazi,Kindey Beans in Coconut Milk,Kiswahili,"Tanzania, Kenya",Coast,"['lunch', 'dinner']",['Soup'],NULL,NULL,regular,NULL
Mahindi Choma,Roasted Maize,Kiswahili,"Tanzania, Uganda, Kenya",Non-specific,"['breakfast', 'snack', 'anytime']",['Other'],NULL,NULL,regular,NULL
ต้มยำกุ้ง,Tom yum or tom yam Kung,Thai,"Thailand, Laos, Malaysia",NULL,['anytime'],['Soup'],Can be extremely hot!,"Water, Soft Drink, Beer",regular,NULL
بريك تونسي,Tunisian burek,Arabic,Tunisia,NULL,['anytime'],"['Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection']",NULL,NULL,both,NULL
Charmoula & hout melah شرمولة و حوت مالح,Charmoula & salty fish / Charmoula & hout melah,Tunisian arabic,Tunisia,Sfax,['lunch'],['Main dish - stand alone (e.g. one pot meal)'],NULL,no,special,"Yes, it is cooked on the first day of Eid after the holy month of Ramadhan. The charmoula is eaten with bread and the fish with hands or a fork"
samsa,samsa,Daridja arabic,"Tunisia, Algeria",NULL,['snack'],['dessert'],NULL,NULL,special,"ramadhan, eid, celebrations"
Brik,brik,Daridja arabic,"Tunisia, Algeria, Libya",East,"['lunch', 'dinner']",['side_dish'],NULL,NULL,special,Ramadhan
zelabia,zelabya,Daridja arabic,"Tunisia, Algeria, Morocco",NULL,['snack'],['dessert'],NULL,tea,special,ramadhan
Mhancha,Mhansha/ the serpented,Daridja arabic,"Tunisia, Algeria, Morocco",NULL,['snack'],['dessert'],NULL,tea,special,"ramadhan, eid, celebrations"
Mate,Mante,Turkish,Turkmenistan,NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,both,NULL
Boo,NULL,Acholi,Uganda,Northern,"['lunch', 'dinner']","['Soup', 'Sauce']",NULL,NULL,regular,NULL
Malakwang,NULL,Acholi,Uganda,Northern,"['lunch', 'dinner']","['Soup', 'Sauce']",NULL,NULL,regular,NULL
Amukeke,Dried Sweet Potato Slice,Ateso,Uganda,NULL,"['lunch', 'dinner', 'snack']","['Starter', 'Main dish - stand alone (e.g. one pot meal)']",NULL,NULL,regular,NULL
Katogo (Yam and Gnuts),Yams and Gnuts,Luganda,Uganda,NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides', 'Small plate / bowl for sharing']",NULL,NULL,regular,NULL
Mayuni,Yams,Luganda,Uganda,NULL,"['breakfast', 'lunch', 'dinner', 'snack']","['Starter', 'Side dish', 'Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,both,NULL
Ekitobero,NULL,Luganda,Uganda,NULL,"['lunch', 'dinner']",['Main dish - stand alone (e.g. one pot meal)'],NULL,NULL,regular,NULL
Pilau,Brown Rice,Luganda,Uganda,Central,"['breakfast', 'lunch', 'dinner']","['Side dish', 'Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection']",NULL,NULL,both,NULL
Kachumbari,NULL,Luganda,Uganda,NULL,"['lunch', 'dinner']",['Salad'],NULL,NULL,regular,NULL
balugu,NULL,Luganda,Uganda,Iganda,['lunch'],['Side dish'],NULL,yes,regular,NULL
kivuuvu,NULL,Luganda,Uganda,Buganda,"['lunch', 'dinner']",['Side dish'],NULL,yes,regular,NULL
Doodo,no,Luganda,Uganda,Buganda,"['lunch', 'dinner']","['Salad', 'Sauce']",NULL,yes,regular,NULL
Luwombo,loo-wom-bo,Luganda,Uganda,Central Uganda,"['lunch', 'dinner']",['Main dish - eaten with sides'],NULL,"Waragi a local gin,  Ajono a beer made from millet.",special,"Traditional marriages, parties, festivities, and last funeral rites."
Mandazi,NULL,Luganda,Uganda,Uganda,"['breakfast', 'dinner', 'snack']",['Side dish'],NULL,yes,regular,NULL
Kikomando,NULL,Luganda,Uganda,NULL,"['breakfast', 'lunch', 'dinner']","['Starter', 'Main dish - stand alone (e.g. one pot meal)']",NULL,NULL,regular,NULL
Obutiiko mu Binyebwa,Mushroom in Gnuts,Luganda,Uganda,Central,"['lunch', 'dinner']","['Soup', 'Sauce']",NULL,NULL,regular,NULL
Kassoli,Roasted Maize,Luganda,Uganda,NULL,"['breakfast', 'snack', 'anytime']",['Starter'],NULL,NULL,regular,NULL
Kikalayi,Pan Fried Pork,Luganda,Uganda,NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides', 'Small plate / bowl served as a part of a collection']",NULL,NULL,regular,NULL
Ensenene,Grasshoppers,Luganda,Uganda,"Central, Western","['breakfast', 'snack']","['Starter', 'Side dish', 'Dessert']",NULL,NULL,regular,NULL
Luwombo lwe Binyebwa,Gnut Luwombo,Luganda,Uganda,Central,"['lunch', 'dinner']","['Soup', 'Sauce']",NULL,NULL,special,NULL
Luwombo lwe Nyama,Beef Luwombo,Luganda,Uganda,Central,"['lunch', 'dinner']","['Soup', 'Sauce', 'Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,both,NULL
Namungodi,Rice Balls,Luganda,Uganda,"Central, Northern","['breakfast', 'snack']","['Starter', 'Side dish', 'Dessert']",NULL,Tea,regular,NULL
Chapatti,NULL,Luganda,Uganda,NULL,"['breakfast', 'lunch', 'dinner', 'snack', 'anytime']","['Starter', 'Side dish']",NULL,"Soft Drink, Alcoholic",regular,NULL
Katogo,NULL,Luganda,Uganda,Central,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,"Soft Drink, Alcoholic",regular,NULL
Luwombo lwe nkoko,Chicken Luwombo,Luganda,Uganda,Central,"['lunch', 'dinner']","['Soup', 'Sauce', 'Main dish - eaten with sides', 'Small plate / bowl served as a part of a collection']",NULL,NULL,both,NULL
Kalo,NULL,Luganda,Uganda,Northern,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection']",NULL,"Soft Drink, Alcoholic",both,NULL
Kawuga,Posho,Luganda,Uganda,All regions of Uganda,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection']",NULL,"Soft Drink, Alcoholic",regular,NULL
Matooke,Matooke,Luganda,Uganda,Buganda (central region),"['breakfast', 'lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,None,both,NULL
Matooke,NULL,Luganda,Uganda,NULL,['anytime'],['Main dish - stand alone (e.g. one pot meal)'],NULL,NULL,regular,NULL
Nyoi,NULL,Luganda,Uganda,Northern,['breakfast'],"['Starter', 'Side dish']",NULL,NULL,regular,NULL
Malewa,Smoked bamboo shoots,Lugisu,Uganda,Eastern Uganda,"['lunch', 'dinner']","['Sauce', 'Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides', 'Small plate / bowl served as a part of a collection']",NULL,"Water, juice,soda",both,"Traditional wedding ceremonies, Mbalu( circumcision ceremonies)"
Eshabwe,NULL,Lunyakole,Uganda,Western,"['lunch', 'dinner']","['Soup', 'Sauce']",NULL,NULL,regular,NULL
Emboli,Sweet Potato,Lusoga,Uganda,NULL,"['breakfast', 'lunch', 'dinner']","['Side dish', 'Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,both,NULL
Firinda,NULL,Rutooro,Uganda,Western,"['lunch', 'dinner']","['Soup', 'Sauce']",NULL,NULL,regular,NULL
Irish Potage,NULL,Unknown,Uganda,NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection']",NULL,NULL,both,NULL
Chicken Pilau,NULL,Unknown,Uganda,NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection']",NULL,NULL,both,NULL
Beef Pilau,NULL,Unknown,Uganda,NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection']",NULL,NULL,both,NULL
Matoke,boiled and roasted bananas,"Kiswahili, Gusii","Uganda, Kenya",Western,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,no,regular,NULL
Mchomo,Goat Meat Skewers,Luganda,"Uganda, Kenya",Non specific,['anytime'],['Other'],Street food delicacy,NULL,regular,NULL
Full English,NULL,English,United Kingdom (UK),NULL,['breakfast'],['Main dish - stand alone (e.g. one pot meal)'],NULL,Tea or coffee,both,NULL
Fish and Chips,Fish and Chips,English,"United Kingdom (UK), England",NULL,"['lunch', 'dinner']",['Main dish - stand alone (e.g. one pot meal)'],NULL,fizzy pop,regular,NULL
Pasty,NULL,English,"United Kingdom (UK), United States of America (USA)","Upper Peninsula of Michigan, Cornwall","['lunch', 'dinner']",['Main dish - stand alone (e.g. one pot meal)'],NULL,NULL,regular,NULL
Jambalaya (Cajun),Jum-buh-lie-ahh,Cajun,United States of America (USA),Louisiana,"['lunch', 'dinner']",['Main dish - stand alone (e.g. one pot meal)'],NULL,NULL,regular,NULL
Jambalaya (Creole),Jum-buh-lie-ahh,Creole,United States of America (USA),Louisiana,"['lunch', 'dinner']",['Main dish - stand alone (e.g. one pot meal)'],NULL,NULL,regular,NULL
Pepper jelly,NULL,English,United States of America (USA),"Texas, All regions",['anytime'],['Sauce'],NULL,NULL,regular,NULL
Key Lime Pie,NULL,English,United States of America (USA),Florida,['other'],['Dessert'],NULL,NULL,regular,NULL
Sweet potato pie,NULL,English,United States of America (USA),American South,"['dinner', 'anytime']",['Dessert'],NULL,NULL,special,"Thanksgiving,  Christmas"
Tasso Ham,NULL,English,United States of America (USA),"Louisiana, New Orleans",['anytime'],['Main dish - eaten with sides'],NULL,NULL,regular,NULL
Pecan pralines,NULL,English,United States of America (USA),Louisiana,"['lunch', 'dinner', 'snack']",['Dessert'],NULL,NULL,both,NULL
Dirty rice,NULL,English,United States of America (USA),"The American South; particularly Louisiana, especially the area around New Orleans","['lunch', 'dinner']","['Side dish', 'Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Crawfish boil,NULL,English,United States of America (USA),"Louisiana, especially the area around New Orleans","['lunch', 'dinner', 'other']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",It's a whole event!,"beer, sweet tea, lemonade, water","special, both","Family get-togethers, backyard events (like hosting a barbecue or braai). Crawfish season is limited, so people typically have boils when the weather is nice, before festivals, to celebrate any occasion, or just as a get together."
Red beans and rice,NULL,English,United States of America (USA),"Louisiana, especially the area around New Orleans","['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Gumbo,NULL,English,United States of America (USA),"Louisiana, particularly New Orleans","['lunch', 'dinner']","['Soup', 'Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,both,NULL
Creole chaurice,New Orleans hot sausage,English,United States of America (USA),"Louisiana, specifically New Orleans","['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Po’ boy,NULL,English,United States of America (USA),Louisiana,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Olive salad,NULL,English,United States of America (USA),"New Orleans, Louisiana",['other'],"['Side dish', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection']",NULL,NULL,regular,NULL
Spaghetti and meatballs,NULL,English,United States of America (USA),The northeast,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Southern fried chicken,Southern fried chicken,English,United States of America (USA),Southeast,"['lunch', 'dinner']",['Main dish - eaten with sides'],NULL,NULL,regular,NULL
Hamburger,NULL,English,United States of America (USA),USA,"['lunch', 'dinner']",['Main dish - eaten with sides'],NULL,Soda,regular,NULL
Carolina-style pulled pork/barbecue,Carolina-style pulled pork/barbecue,English,United States of America (USA),"The south, with different variations in certain areas (North Carolina and Memphis are the most well known)","['lunch', 'dinner']",['Main dish - eaten with sides'],NULL,NULL,regular,NULL
Tarte à la bouillie,tart ah lah boo yee,"English, Cajun, French",United States of America (USA),"Louisiana, especially the area around New Orleans","['snack', 'other']",['Dessert'],NULL,NULL,both,Any special occasion--it's a delicious dessert!
Fromage de cochon,head cheese,"English, French",United States of America (USA),"the south (the French name, fromage de cochon, is used in Cajun areas around Louisiana, particularly the area around New Orleans), the midwest, and Pennsylvania","['lunch', 'dinner', 'snack']","['Starter', 'Side dish', 'Main dish - eaten with sides', 'Small plate / bowl served as a part of a collection']",NULL,NULL,regular,NULL
Cochon de lait (suckling pig),co-shon duh lay,"English, French",United States of America (USA),"Louisiana, New Orleans","['lunch', 'dinner']",['Main dish - eaten with sides'],NULL,NULL,special,Cochon de lait cookouts or festivals
Crawfish Étouffée,crawfish A-two-fay,"English, French",United States of America (USA),"Louisiana, especially the area around New Orleans","['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",This is a rich stew served with rice,NULL,regular,NULL
Muffuletta,The name derives from Italian but is also the English language name of the dish. It’s pronounced “muff-uh-let-ah”.,"English, Italian-English blend that we don’t have a name for",United States of America (USA),"New Orleans, Louisiana","['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Maque choux,Maque choux,"French, English, Creole",United States of America (USA),"Louisiana, especially Cajun/Creole parts","['lunch', 'dinner', 'snack']",['Side dish'],"could also be the base of a main dish stew, if you add in proteins (usually chicken, crawfish, or shrimp)",NULL,regular,NULL
Matzo Ball soup (Kneidelach in yiddish),Matzo Ball soup,Yiddish,"United States of America (USA), Austria, Germany, Israel",NULL,"['lunch', 'dinner']",['Soup'],NULL,NULL,special,"Passover and other Jewish holidays, and when you are sick"
Andouille sausage,On-do-ee,French,"United States of America (USA), France, Italy","In the U.S.—Louisiana
In France—Brittany and Normandy
In Italy—Calabria",['anytime'],"['Starter', 'Side dish', 'Main dish - eaten with sides', 'Small plate / bowl for sharing']",It can be eaten alone but is also often an ingredient in other recipes,NULL,regular,NULL
Giardiniera,"Jar-din-YEAIR-uh (in the U.S., this is pronounced Jar-din-AIR-uh)",Italian,"United States of America (USA), Italy","Giardiniera’s geographic roots within Italy are contested. It entered the U.S. through Italian immigrant communities in the northeast, Chicago, and Louisiana.",['anytime'],"['Side dish', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection']",This is usually served as a condiment or small side dish.,NULL,regular,NULL
Yako udon,Yako udon,Vietnamese,Viet Nam,NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Roast leg of lamb,NULL,English,Wales,NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,Wine,both,NULL
Nshima,Mealie meal,Zambia,Zambia,NULL,"['lunch', 'dinner']",['Main dish - eaten with sides'],NULL,NULL,regular,NULL
Halwa,NULL,Kiswahili,"Zanzibar, Kenya",Coast,['snack'],['Dessert'],NULL,Tea,regular,NULL
Mkate wa Sinia,NULL,Kiswahili,"Zanzibar, Kenya",Coast,['snack'],['Dessert'],NULL,Tea,regular,NULL
Mkate wa ufuta,Sesame bread,Kiswahili,"Zanzibar, Kenya",Coast,"['breakfast', 'lunch', 'snack']",['Main dish - eaten with sides'],NULL,Chai,regular,NULL
isishwala .le ndelele,maize meal .and okra soup,Shona,Zimbabwe,ndebele,"['lunch', 'dinner', 'anytime']","['Soup', 'Side dish', 'Main dish - eaten with sides', 'Other']",NULL,any drink,both,NULL
"Sadza reZviyo Usavi hweHove, Usavi hweMbudzi, Usavi hweGarukuni, Covo ine Dovi namaVeji akakangwa.","Finger millet meal, fish stew,fried Covo, Turkey meat, Goat meat, Covo in peanut butter.",Shona,Zimbabwe,Southern,"['lunch', 'dinner']",['Main dish - eaten with sides'],One can add Chillis for extra ordinary taste!,"Mazoe Orange Crush, Maheu, a COLD glass of Coca-Cola.",special,"This dish is mostly prepared by a lady on her lobola ceremony, with the help pf her sisters and aunts."
Sadza ne Mubowora une Dovi,Maize Sadza and Pumpkin Leave with Peanut Butter,Shona,Zimbabwe,Rural,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,"Mazoe Orange Crush, Maheu",regular,NULL
Sadza,NULL,Shona,Zimbabwe,NULL,"['breakfast', 'lunch', 'dinner', 'anytime']","['Side dish', 'Other']",NULL,NULL,regular,NULL
Sadza reZviyo ne Usavi hweMbudzi namaVeji.,"Finger millet powder, Goat Stew and Covo Vegetables",Shona,"Zimbabwe, Namibia",Southern Region,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,"Mazoe Orange Crush, Maheu",both,NULL
